start: 1409838720554.454
CPU exe7 start: 1409838720635.398
CPU comm8 end: 1409838720635.436
CPU exe8 start: 1409838720635.487
CPU comm5 end: 1409838720635.189
CPU exe5 start: 1409838720635.602
CPU comm9 start: 1409838720635.396
CPU exe6 start: 1409838720635.324
CPU comm9 end: 1409838720635.797
CPU exe9 start: 1409838720635.832
CPU exe4 start: 1409838720635.258
GPU exe end: 1409838720655.054
GPU memcp start: 1409838720655.107
GPU memcp end: 1409838720655.346
GPU comm2 start: 1409838720655.37
GPU comm2 end: 1409838720655.457
GPU comm1 start: 1409838720655.53
GPU comm1 end: 1409838720655.681
GPU exe start: 1409838720655.719
GPU exe end: 1409838720691.992
GPU memcp start: 1409838720692.051
GPU memcp end: 1409838720692.354
GPU comm2 start: 1409838720692.38
GPU comm2 end: 1409838720692.492
GPU comm1 start: 1409838720692.587
GPU comm1 end: 1409838720693.043
GPU exe start: 1409838720693.075
CPU exe9 end: 1409838720710.49
CPU comm9 start: 1409838720710.526
CPU comm9 end: 1409838720710.663
CPU exe6 end: 1409838720711.03
CPU comm6 start: 1409838720711.068
CPU comm6 end: 1409838720711.168
CPU exe4 end: 1409838720711.24
CPU comm4 start: 1409838720711.268
CPU comm4 end: 1409838720711.334
CPU exe1 end: 1409838720711.394
CPU comm1 start: 1409838720711.433
CPU comm1 end: 1409838720711.538
CPU exe7 end: 1409838720712.183
CPU comm7 start: 1409838720712.246
CPU comm7 end: 1409838720712.307
CPU exe3 end: 1409838720712.396
CPU comm3 start: 1409838720712.44
CPU exe2 end: 1409838720712.471
CPU comm2 start: 1409838720712.513
CPU comm3 end: 1409838720712.513
CPU exe5 end: 1409838720712.695
CPU comm5 start: 1409838720712.722
CPU comm2 end: 1409838720712.759
CPU comm5 end: 1409838720712.825
CPU exe0 end: 1409838720712.965
CPU comm0 start: 1409838720713.108
CPU comm0 end: 1409838720713.175
CPU exe8 end: 1409838720713.484
CPU comm8 start: 1409838720713.569
CPU comm8 end: 1409838720713.633
CPU comm0 start: 1409838720713.779
CPU comm1 start: 1409838720713.892
CPU comm2 start: 1409838720713.949
CPU comm0 end: 1409838720713.993
CPU exe0 start: 1409838720714.078
CPU comm2 end: 1409838720714.112
CPU comm1 end: 1409838720714.031
CPU comm3 start: 1409838720713.995
CPU exe2 start: 1409838720714.155
CPU exe1 start: 1409838720714.21
CPU comm4 start: 1409838720714.295
CPU comm3 end: 1409838720714.427
CPU comm4 end: 1409838720714.597
CPU exe4 start: 1409838720714.732
CPU comm5 start: 1409838720714.517
CPU comm6 start: 1409838720714.867
CPU comm5 end: 1409838720714.982
CPU comm7 start: 1409838720715.017
CPU comm6 end: 1409838720715.133
CPU exe5 start: 1409838720715.026
CPU comm7 end: 1409838720715.25
CPU exe3 start: 1409838720715.154
CPU exe6 start: 1409838720715.215
CPU comm8 start: 1409838720715.143
CPU exe7 start: 1409838720715.327
CPU comm9 start: 1409838720715.594
CPU comm8 end: 1409838720715.643
CPU exe8 start: 1409838720715.704
CPU comm9 end: 1409838720715.737
CPU exe9 start: 1409838720715.767
GPU exe end: 1409838720746.725
GPU memcp start: 1409838720746.825
GPU memcp end: 1409838720747.173
GPU comm2 start: 1409838720747.235
GPU comm2 end: 1409838720747.383
GPU comm1 start: 1409838720747.499
GPU comm1 end: 1409838720747.707
GPU exe start: 1409838720747.753
CPU exe4 end: 1409838720827.857
CPU comm4 start: 1409838720827.94
CPU comm4 end: 1409838720828.127
GPU exe end: 1409838720828.601
CPU exe1 end: 1409838720829.307
CPU comm1 start: 1409838720829.364
GPU memcp start: 1409838720829.396
CPU comm1 end: 1409838720829.439
CPU exe2 end: 1409838720829.478
CPU comm2 start: 1409838720829.543
CPU exe6 end: 1409838720829.558
CPU comm6 start: 1409838720829.605
CPU comm2 end: 1409838720829.601
CPU comm6 end: 1409838720829.673
GPU memcp end: 1409838720829.896
GPU comm2 start: 1409838720829.955
GPU comm2 end: 1409838720830.084
GPU comm1 start: 1409838720830.249
GPU comm1 end: 1409838720830.493
GPU exe start: 1409838720830.574
CPU exe0 end: 1409838720831.019
CPU comm0 start: 1409838720831.08
CPU comm0 end: 1409838720831.148
CPU exe9 end: 1409838720831.615
CPU comm9 start: 1409838720831.672
CPU comm9 end: 1409838720831.732
CPU exe3 end: 1409838720831.878
CPU comm3 start: 1409838720831.934
CPU comm3 end: 1409838720831.995
CPU exe8 end: 1409838720832.989
CPU comm8 start: 1409838720833.052
CPU comm8 end: 1409838720833.115
CPU exe5 end: 1409838720833.469
CPU comm5 start: 1409838720833.527
CPU comm5 end: 1409838720833.624
CPU exe7 end: 1409838720834.799
CPU comm7 start: 1409838720834.825
CPU comm7 end: 1409838720834.943
CPU comm0 start: 1409838720835.163
CPU comm1 start: 1409838720835.212
CPU comm2 start: 1409838720835.297
CPU comm3 start: 1409838720835.354
CPU comm4 start: 1409838720835.483
CPU comm2 end: 1409838720835.555
CPU comm3 end: 1409838720835.601
CPU exe3 start: 1409838720835.67
CPU comm1 end: 1409838720835.384
CPU exe1 start: 1409838720835.808
CPU exe2 start: 1409838720835.609
CPU comm0 end: 1409838720835.363
CPU exe0 start: 1409838720835.988
CPU comm5 start: 1409838720835.581
CPU comm4 end: 1409838720835.671
CPU exe4 start: 1409838720836.211
CPU comm6 start: 1409838720836.135
CPU comm5 end: 1409838720836.262
CPU exe5 start: 1409838720836.287
CPU comm7 start: 1409838720836.288
CPU comm8 start: 1409838720836.394
CPU comm6 end: 1409838720836.409
CPU comm9 start: 1409838720836.482
CPU comm8 end: 1409838720836.541
CPU exe6 start: 1409838720836.506
CPU comm7 end: 1409838720836.509
CPU exe8 start: 1409838720836.609
CPU exe7 start: 1409838720836.758
CPU comm9 end: 1409838720836.759
CPU exe9 start: 1409838720836.925
GPU exe end: 1409838720953.06
GPU memcp start: 1409838720953.192
GPU memcp end: 1409838720953.756
GPU comm2 start: 1409838720953.837
GPU comm2 end: 1409838720953.964
GPU comm1 start: 1409838720954.11
GPU comm1 end: 1409838720954.312
GPU exe start: 1409838720954.381
CPU exe1 end: 1409838721006.327
CPU comm1 start: 1409838721006.426
CPU comm1 end: 1409838721006.57
CPU exe3 end: 1409838721006.958
CPU comm3 start: 1409838721006.993
CPU comm3 end: 1409838721007.068
CPU exe2 end: 1409838721007.098
CPU comm2 start: 1409838721007.283
CPU comm2 end: 1409838721007.387
CPU exe0 end: 1409838721007.43
CPU comm0 start: 1409838721007.54
CPU comm0 end: 1409838721007.617
CPU exe4 end: 1409838721007.651
CPU comm4 start: 1409838721007.739
CPU comm4 end: 1409838721007.821
CPU exe6 end: 1409838721009.76
CPU comm6 start: 1409838721009.839
CPU comm6 end: 1409838721009.928
CPU exe5 end: 1409838721011.155
CPU comm5 start: 1409838721011.231
CPU comm5 end: 1409838721011.311
CPU exe7 end: 1409838721014.583
CPU comm7 start: 1409838721014.64
CPU comm7 end: 1409838721014.73
CPU exe9 end: 1409838721014.981
CPU comm9 start: 1409838721015.005
CPU comm9 end: 1409838721015.081
CPU exe8 end: 1409838721016.318
CPU comm8 start: 1409838721016.378
CPU comm8 end: 1409838721016.464
CPU comm0 start: 1409838721016.526
CPU comm1 start: 1409838721016.603
CPU comm2 start: 1409838721016.7
CPU comm1 end: 1409838721016.795
CPU exe1 start: 1409838721016.894
CPU comm0 end: 1409838721016.702
CPU exe0 start: 1409838721017.105
CPU comm2 end: 1409838721016.91
CPU exe2 start: 1409838721017.19
CPU comm3 start: 1409838721016.813
CPU comm4 start: 1409838721017.304
CPU comm3 end: 1409838721017.405
CPU comm4 end: 1409838721017.482
CPU exe3 start: 1409838721017.486
CPU exe4 start: 1409838721017.552
CPU comm5 start: 1409838721017.405
CPU comm6 start: 1409838721017.755
CPU comm7 start: 1409838721017.809
CPU comm5 end: 1409838721017.825
CPU exe5 start: 1409838721017.976
CPU comm7 end: 1409838721018.007
CPU exe7 start: 1409838721018.055
CPU comm8 start: 1409838721017.906
CPU comm6 end: 1409838721017.917
CPU comm9 start: 1409838721018.258
CPU exe6 start: 1409838721018.285
CPU comm8 end: 1409838721018.303
CPU comm9 end: 1409838721018.463
CPU exe9 start: 1409838721018.496
CPU exe8 start: 1409838721018.47
GPU exe end: 1409838721136.418
GPU memcp start: 1409838721137.086
GPU memcp end: 1409838721137.911
GPU comm2 start: 1409838721137.991
GPU comm2 end: 1409838721138.227
GPU comm1 start: 1409838721138.414
GPU comm1 end: 1409838721138.648
GPU exe start: 1409838721138.696
CPU exe2 end: 1409838721269.904
CPU comm2 start: 1409838721270.003
CPU comm2 end: 1409838721270.145
CPU exe1 end: 1409838721273.207
CPU comm1 start: 1409838721273.284
CPU comm1 end: 1409838721273.383
CPU exe4 end: 1409838721274.092
CPU comm4 start: 1409838721274.181
CPU comm4 end: 1409838721274.278
CPU exe3 end: 1409838721275.873
CPU comm3 start: 1409838721275.956
CPU comm3 end: 1409838721276.037
CPU exe5 end: 1409838721277.116
CPU comm5 start: 1409838721277.191
CPU comm5 end: 1409838721277.255
CPU exe0 end: 1409838721277.99
CPU comm0 start: 1409838721278.065
CPU comm0 end: 1409838721278.142
CPU exe7 end: 1409838721278.724
CPU comm7 start: 1409838721278.802
CPU comm7 end: 1409838721278.88
CPU exe6 end: 1409838721280.05
CPU comm6 start: 1409838721280.123
CPU comm6 end: 1409838721280.2
CPU exe8 end: 1409838721281.909
CPU comm8 start: 1409838721281.983
CPU comm8 end: 1409838721282.045
CPU exe9 end: 1409838721285.035
CPU comm9 start: 1409838721285.087
CPU comm9 end: 1409838721285.23
CPU comm0 start: 1409838721285.377
CPU comm1 start: 1409838721285.439
CPU comm2 start: 1409838721285.53
CPU comm0 end: 1409838721285.565
CPU exe0 start: 1409838721285.707
CPU comm3 start: 1409838721285.622
CPU comm1 end: 1409838721285.626
CPU exe1 start: 1409838721285.94
CPU comm2 end: 1409838721285.716
CPU exe2 start: 1409838721286.117
CPU comm3 end: 1409838721286.035
CPU exe3 start: 1409838721286.339
CPU comm4 start: 1409838721285.896
CPU comm5 start: 1409838721286.452
CPU comm4 end: 1409838721286.52
CPU exe4 start: 1409838721286.644
CPU comm5 end: 1409838721286.639
CPU exe5 start: 1409838721286.774
CPU comm6 start: 1409838721286.53
CPU comm7 start: 1409838721286.982
CPU comm8 start: 1409838721287.065
CPU comm6 end: 1409838721287.092
CPU comm7 end: 1409838721287.163
CPU exe7 start: 1409838721287.202
CPU exe6 start: 1409838721287.272
CPU comm8 end: 1409838721287.189
CPU comm9 start: 1409838721287.147
CPU exe8 start: 1409838721287.349
CPU comm9 end: 1409838721287.519
CPU exe9 start: 1409838721287.551
GPU exe end: 1409838721413.651
GPU memcp start: 1409838721414.302
GPU memcp end: 1409838721415.404
GPU comm2 start: 1409838721415.49
GPU comm2 end: 1409838721415.703
GPU comm1 start: 1409838721415.864
GPU comm1 end: 1409838721416.087
GPU exe start: 1409838721416.139
CPU exe2 end: 1409838721664.575
CPU comm2 start: 1409838721664.673
CPU comm2 end: 1409838721664.811
CPU exe3 end: 1409838721668.921
CPU comm3 start: 1409838721669.023
CPU comm3 end: 1409838721669.108
CPU exe4 end: 1409838721672.629
CPU comm4 start: 1409838721672.702
CPU comm4 end: 1409838721672.796
CPU exe1 end: 1409838721674.02
CPU comm1 start: 1409838721674.099
CPU comm1 end: 1409838721674.206
CPU exe0 end: 1409838721675.31
CPU comm0 start: 1409838721675.391
CPU comm0 end: 1409838721675.488
CPU exe5 end: 1409838721676.867
CPU comm5 start: 1409838721676.941
CPU comm5 end: 1409838721677.03
CPU exe6 end: 1409838721681.433
CPU comm6 start: 1409838721681.503
CPU comm6 end: 1409838721681.577
CPU exe7 end: 1409838721682.307
CPU comm7 start: 1409838721682.359
CPU comm7 end: 1409838721682.443
CPU exe8 end: 1409838721684.673
CPU comm8 start: 1409838721684.732
CPU comm8 end: 1409838721684.811
CPU exe9 end: 1409838721689.535
CPU comm9 start: 1409838721689.582
CPU comm9 end: 1409838721689.701
CPU comm0 start: 1409838721689.859
CPU comm1 start: 1409838721689.916
CPU comm2 start: 1409838721690.008
CPU comm0 end: 1409838721690.047
CPU comm3 start: 1409838721690.094
CPU comm1 end: 1409838721690.102
CPU exe1 start: 1409838721690.349
CPU exe0 start: 1409838721690.181
CPU comm2 end: 1409838721690.193
CPU exe2 start: 1409838721690.525
CPU comm3 end: 1409838721690.378
CPU exe3 start: 1409838721690.623
CPU comm4 start: 1409838721690.265
CPU comm5 start: 1409838721690.702
CPU comm6 start: 1409838721690.779
CPU comm5 end: 1409838721690.88
CPU exe5 start: 1409838721690.975
CPU comm4 end: 1409838721690.799
CPU exe4 start: 1409838721691.048
CPU comm7 start: 1409838721690.877
CPU comm6 end: 1409838721690.987
CPU exe6 start: 1409838721691.309
CPU comm7 end: 1409838721691.339
CPU exe7 start: 1409838721691.369
CPU comm8 start: 1409838721691.24
CPU comm9 start: 1409838721691.442
CPU comm8 end: 1409838721691.481
CPU exe8 start: 1409838721691.51
CPU comm9 end: 1409838721691.604
CPU exe9 start: 1409838721691.635
GPU exe end: 1409838721832.495
GPU memcp start: 1409838721833.108
GPU memcp end: 1409838721834.599
GPU comm2 start: 1409838721834.661
GPU comm2 end: 1409838721834.886
GPU comm1 start: 1409838721835.021
GPU comm1 end: 1409838721835.217
GPU exe start: 1409838721835.264
CPU exe1 end: 1409838723591.936
CPU comm1 start: 1409838723592.031
CPU comm1 end: 1409838723592.167
CPU exe7 end: 1409838723608.881
CPU comm7 start: 1409838723608.963
CPU comm7 end: 1409838723609.079
CPU exe2 end: 1409838723615.573
CPU comm2 start: 1409838723615.65
CPU comm2 end: 1409838723615.716
CPU exe8 end: 1409838723631.948
CPU comm8 start: 1409838723632.03
CPU comm8 end: 1409838723632.103
CPU exe6 end: 1409838723632.544
CPU comm6 start: 1409838723632.637
CPU comm6 end: 1409838723632.733
CPU exe4 end: 1409838723636.489
CPU comm4 start: 1409838723636.567
CPU comm4 end: 1409838723636.678
CPU exe3 end: 1409838723650.079
CPU comm3 start: 1409838723650.162
CPU comm3 end: 1409838723650.277
CPU exe9 end: 1409838723654.941
CPU comm9 start: 1409838723655.019
CPU comm9 end: 1409838723655.109
CPU exe5 end: 1409838723660.736
CPU comm5 start: 1409838723660.816
CPU comm5 end: 1409838723660.923
CPU exe0 end: 1409838723667.766
CPU comm0 start: 1409838723667.84
CPU comm0 end: 1409838723667.95
GPU exe end: 1409838723681.583
GPU memcp start: 1409838723682.179
GPU memcp end: 1409838723686.541
GPU comm2 start: 1409838723686.619
GPU comm2 end: 1409838723686.756
