128MB	256MB	512MB	1024MB	128MB	256MB	512MB	1024MB	128MB	256MB	512MB	1024MB	128MB	256MB	512MB	1024MB	128MB	256MB	512MB	1024MB	128MB	256MB	512MB	1024MB	128MB	256MB	512MB	1024MB	128MB	256MB	512MB	1024MB
0.744124404	0.990280968	1.219532308	1.365317783	0.742807701	1.004975124	1.257697022	1.425481289	0.725989723	1.006079467	1.282695231	1.466526742	0.749151067	1.061384414	1.34279495	1.55237266	0.757104843	1.086535391	1.410856839	1.659286855	0.801893598	1.122542831	1.405770965	1.606582507	0.724105529	1.010552945	1.294470546	1.502059993	0.748254799	1.046945899	1.313263525	1.495811518
0.749013371	0.998821936	1.248512694	1.406550038	0.742951907	1.011248107	1.27406446	1.459441921	0.727292466	1.011507563	1.300499385	1.495693711	0.75193731	1.072268176	1.365433174	1.587287767	0.759127195	1.091005854	1.422352315	1.681213411	0.80405771	1.134445446	1.428494139	1.650135257	0.726707626	1.018792917	1.317238887	1.545355981	0.747643979	1.04973822	1.319546248	1.516230366
0.749013371	0.998821936	1.248512694	1.406550038	0.742951907	1.011248107	1.27406446	1.459441921	0.727292466	1.011507563	1.300499385	1.495693711	0.75193731	1.072268176	1.365433174	1.587287767	0.759127195	1.091005854	1.422352315	1.681213411	0.80405771	1.134445446	1.428494139	1.650135257	0.726707626	1.018792917	1.317238887	1.545355981	0.747643979	1.04973822	1.319546248	1.516230366
